Submitted At,Symbol,Side,Status,Notional,Filled Qty,Filled Avg Price,Filled Value,PnL ($),Client Order ID,Strategy Type,Strategy Name
2026-02-24 15:36:47.066295+00:00,LCII,SELL,FILLED,0.000000,5.201406,141.860000,737.871398,-83.64,strategies.momentum.clenow_trend:1d9d0fd647b14bee,Momentum,Clenow Trend
2026-02-23 15:18:51.832436+00:00,KALU,SELL,FILLED,0.000000,3.814344,117.030000,446.392644,-117.37,strategies.momentum.clenow_trend:d49239732e864e8c,Momentum,Clenow Trend
2026-02-18 15:17:56.960664+00:00,FTRE,SELL,FILLED,0.000000,28.754529,10.120000,290.995833,-26.45,strategies.momentum.clenow_trend:508dd803c39d4702,Momentum,Clenow Trend
2026-02-12 14:23:06.125365+00:00,COHR,BUY,FILLED,415.860000,1.829842,227.260000,415.850000,,strategies.momentum.clenow_trend:925d4f61d01e4a5d,Momentum,Clenow Trend
2026-02-12 14:23:06.123318+00:00,WDC,BUY,FILLED,330.250000,1.158737,285.000000,330.240000,,strategies.momentum.clenow_trend:e544601079124330,Momentum,Clenow Trend
2026-02-12 14:23:06.120299+00:00,MU,BUY,FILLED,395.710000,0.934842,423.280000,395.700000,,strategies.momentum.clenow_trend:c3fb7a86e31a4660,Momentum,Clenow Trend
2026-02-12 14:23:06.119214+00:00,TER,BUY,FILLED,443.130000,1.369726,323.510000,443.120000,,strategies.momentum.clenow_trend:a42da07dc13e48b3,Momentum,Clenow Trend
2026-02-12 14:23:06.117926+00:00,SNDK,BUY,FILLED,262.970000,0.410522,640.550000,262.960000,,strategies.momentum.clenow_trend:56e9e5ba478f42ae,Momentum,Clenow Trend
2026-02-12 14:23:06.115041+00:00,LITE,BUY,FILLED,350.530000,0.592205,591.890000,350.520000,,strategies.momentum.clenow_trend:4ac7107a315d4c54,Momentum,Clenow Trend
2026-02-12 09:00:42.405373+00:00,FORM,BUY,FILLED,359.200000,3.702990,97.000000,359.190000,,strategies.momentum.clenow_trend:c0c4c0ec31714bcb,Momentum,Clenow Trend
2026-02-12 09:00:42.401002+00:00,VSCO,BUY,FILLED,535.960000,9.282304,57.738897,535.950000,,strategies.momentum.clenow_trend:5454ff8de2d849ff,Momentum,Clenow Trend
2026-02-12 09:00:42.396298+00:00,MATX,BUY,FILLED,642.380000,3.893152,165.000000,642.370000,,strategies.momentum.clenow_trend:1461598130a24572,Momentum,Clenow Trend
2026-02-12 09:00:42.391374+00:00,HL,BUY,FILLED,301.490000,12.900300,23.370000,301.480000,,strategies.momentum.clenow_trend:d03ecaf195ab4208,Momentum,Clenow Trend
2026-02-12 09:00:42.387053+00:00,FTRE,BUY,FILLED,317.460000,28.754529,11.040000,317.450000,,strategies.momentum.clenow_trend:097f9033f28f4228,Momentum,Clenow Trend
2026-02-12 09:00:42.382773+00:00,KMT,BUY,FILLED,834.360000,19.974862,41.770000,834.350000,,strategies.momentum.clenow_trend:b7b730581f3c4ee1,Momentum,Clenow Trend
2026-02-12 09:00:42.378227+00:00,ALB,BUY,FILLED,477.050000,2.693467,177.110000,477.040000,,strategies.momentum.clenow_trend:aab9710b1a224714,Momentum,Clenow Trend
2026-02-12 09:00:42.373351+00:00,ARWR,BUY,FILLED,611.550000,9.823936,62.250000,611.540000,,strategies.momentum.clenow_trend:bd326d27e01e4d36,Momentum,Clenow Trend
2026-02-12 09:00:42.368406+00:00,AA,BUY,FILLED,503.700000,7.935956,63.469354,503.689997,,strategies.momentum.clenow_trend:821304c690074821,Momentum,Clenow Trend
2026-02-12 09:00:42.363998+00:00,LCII,BUY,FILLED,821.520000,5.201406,157.940000,821.510000,,strategies.momentum.clenow_trend:49d127e613464c2f,Momentum,Clenow Trend
2026-02-12 09:00:42.359382+00:00,NEOG,BUY,FILLED,1000.000000,91.406764,10.940000,999.990000,,strategies.momentum.clenow_trend:f04092e247164ad9,Momentum,Clenow Trend
2026-02-12 09:00:42.343576+00:00,SATS,BUY,FILLED,423.820000,3.854570,109.950000,423.810000,,strategies.momentum.clenow_trend:94e1979d57ee4b21,Momentum,Clenow Trend
2026-02-12 09:00:42.339401+00:00,VICR,BUY,FILLED,409.290000,2.495610,164.000000,409.280000,,strategies.momentum.clenow_trend:c3aca4c595844691,Momentum,Clenow Trend
2026-02-12 09:00:42.335007+00:00,KALU,BUY,FILLED,563.770000,3.814344,147.800000,563.760000,,strategies.momentum.clenow_trend:6ece7aab56dd48af,Momentum,Clenow Trend
2026-02-11 09:00:43.423564+00:00,VSCO,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:6614e9d47c0d4b2a,Momentum,Clenow Trend
2026-02-11 09:00:43.419261+00:00,VICR,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:45a02c68fb854925,Momentum,Clenow Trend
2026-02-11 09:00:43.415197+00:00,FTRE,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:2eb21e65920a47be,Momentum,Clenow Trend
2026-02-11 09:00:43.410579+00:00,MATX,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:e08f68a21e2c48be,Momentum,Clenow Trend
2026-02-11 09:00:43.396924+00:00,KALU,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:5805b71984f84964,Momentum,Clenow Trend
2026-02-11 09:00:43.392375+00:00,COHR,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:598c3a1f665f4d58,Momentum,Clenow Trend
2026-02-11 09:00:43.388076+00:00,FORM,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:15a8f7d0f48841dc,Momentum,Clenow Trend
2026-02-11 09:00:43.383576+00:00,AEO,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:dd237f1d6e384df3,Momentum,Clenow Trend
2026-02-11 09:00:43.379137+00:00,SATS,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:29b38ea543c1436e,Momentum,Clenow Trend
2026-02-11 09:00:43.374386+00:00,ALB,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:819dbb21b4ea446a,Momentum,Clenow Trend
2026-02-11 09:00:43.369732+00:00,HL,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:11d14c4267054120,Momentum,Clenow Trend
2026-02-11 09:00:43.365126+00:00,ARWR,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:26c217f16883488f,Momentum,Clenow Trend
2026-02-11 09:00:43.360299+00:00,AA,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:cb5717b990da4a00,Momentum,Clenow Trend
2026-02-11 09:00:43.355645+00:00,KMT,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:d943d55e3f97404d,Momentum,Clenow Trend
2026-02-11 09:00:43.351150+00:00,LCII,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:99988f2d0de94c5d,Momentum,Clenow Trend
2026-02-11 02:53:54.091780+00:00,TER,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:6f60833359a64202,Momentum,Clenow Trend
2026-02-11 02:53:53.994270+00:00,MU,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:2faba35e99b34e89,Momentum,Clenow Trend
2026-02-11 02:53:53.978987+00:00,WDC,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:bc6d4e19595e4bcf,Momentum,Clenow Trend
2026-02-11 02:53:53.910481+00:00,LITE,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:5ffddaabb973443f,Momentum,Clenow Trend
2026-02-11 02:53:53.891679+00:00,SNDK,BUY,CANCELED,500.000000,0.000000,0.000000,0.000000,,strategies.momentum.clenow_trend:be3e0f4dccea41e5,Momentum,Clenow Trend
2026-02-02 20:37:43.763028+00:00,SNPS,BUY,FILLED,0.000000,40.000000,459.790000,18391.600000,,64b9784e-5997-47cd-8ad7-2ca3d10a1316,64B9784E-5997-47Cd-8Ad7-2Ca3D10A1316,
2026-02-02 09:00:20.564369+00:00,CCCX,BUY,FILLED,0.000000,20.000000,13.540000,270.800000,,fd3177bf-6e0b-4d69-ae0d-e99410679817,Fd3177Bf-6E0B-4D69-Ae0D-E99410679817,
2026-02-02 09:00:20.372255+00:00,SPY,BUY,FILLED,0.000000,1.000000,690.320000,690.320000,,f028890e-fd56-4100-9cd7-ba9d3d516d66,F028890E-Fd56-4100-9Cd7-Ba9D3D516D66,
2026-02-02 09:00:20.367605+00:00,NBIS,BUY,FILLED,0.000000,20.000000,85.790000,1715.800000,,9ebee003-053e-497d-be6e-0dff2cca5b6c,9Ebee003-053E-497D-Be6E-0Dff2Cca5B6C,
2026-02-02 09:00:19.972893+00:00,SNPS,BUY,FILLED,0.000000,10.000000,460.383000,4603.830000,,1e57ec90-4c9c-481c-9fdf-9df123b82eac,1E57Ec90-4C9C-481C-9Fdf-9Df123B82Eac,
